codSubclase,Descripción,"Estado (1-Inactivo, 2-Activo)"
262000007,Fabricación de monitores,2
262000008,Fabricación de teclados,2
262000009,"Fabricación de todo tipo de ratones, palancas de mando y bolas rodantes",2
262000010,Fabricación de terminales informáticas especializadas,2
262000011,Fabricación de servidores informáticos,2
262000012,"Fabricación de escáneres, incluidos lectores de código de barras",2
262000013,Fabricación de lectores de tarjetas inteligentes,2
262000014,Fabricación de cascos de realidad virtual,2
262000015,Fabricación de proyectores informáticos,2
262000016,"Fabricación de terminales informáticas, como monederos automáticos y terminales de punto de venta no accionadas mecánicamente",2
262000017,"Fabricación de equipo de oficina multifunciones, como combinaciones de fax-escáner-copiadora",2
262099000,Fabricación de computadoras y equipo periférico,2
263000001,Fabricación de equipo para centralitas de oficina,2
263000002,Fabricación de teléfonos inalámbricos,2
263000003,Fabricación de equipo para centralitas manuales privadas,2
263000004,"Fabricación de equipo telefónico y de fax, incluidos contestadores automáticos",2
263000005,"Fabricación de equipo de transmisión de datos, como puentes, enrutadores y pasarelas",2
263000006,Fabricación de antenas de transmisión y recepción,2
263000007,Fabricación de equipo de televisión por cable,2
263000008,Fabricación de mensáfonos,2
263000009,Fabricación de teléfonos celulares,2
263000010,Fabricación de equipo móvil de comunicaciones,2
263000011,"Fabricación de equipo de estudio y equipo emisor de radio y televisión, incluidas cámaras de televisión",2
263000012,Fabricación de equipo de transmisión de datos-módems,2
263000013,Fabricación de sistemas de alarma contra robos y contra incendios que transmite señales a un centro de control,2
263000014,Fabricación de transmisores de radio y televisión,2
263000015,Fabricación de dispositivos de infrarrojos como control remoto,2
263099000,Fabricación de equipos de comunicaciones,2
264000001,Fabricación de equipo de grabación y reproducción de vídeo,2
264000002,Fabricación de televisiones,2
264000003,Fabricación de monitores y pantallas de televisión,2
264000004,Fabricación de equipo de grabación y reproducción de sonido,2
264000005,Fabricación de equipo estereofónico,2
264000006,Fabricación de receptores de radio,2
264000007,Fabricación de sistemas de altavoces,2
264000008,Fabricación de cámaras de vídeo de tipo familiar,2
264000009,Fabricación de rocolas (jukeboxes),2
264000010,Fabricación de amplificadores para instrumentos musicales y sistemas de megafonía,2
264000011,Fabricación de micrófonos,2
264000012,Fabricación de reproductores de CD y DVD,2
264000013,Fabricación de aparatos de karaoke,2
264000014,Fabricación de auriculares,2
264000015,Fabricación de consolas de videojuegos,2
264099000,Fabricación de aparatos electrónicos de consumo,2
265100001,Fabricación de instrumentos para motores de aeronaves,2
265100002,Fabricación de equipo de prueba de emisiones de vehículos automotores,2
265100003,Fabricación de instrumentos meteorológicos,2
265100004,Fabricación de equipo de pruebas e inspección de propiedades físicas,2
265100005,Fabricación de polígrafos,2
265100006,Fabricación de instrumentos para medición y pruebas de electricidad y señales eléctricas (incluidos los destinados a actividades de telecomunicaciones),2
265100007,Fabricación de instrumentos de detección y vigilancia de radiaciones,2
265100008,Fabricación de microscopios electrónicos y protónicos,2
265100009,Fabricación de instrumentos de prospección,2
265100010,Fabricación de termómetros de bola de vidrio rellena con líquido y de termómetros bimetálicos (excepto termómetros de uso médico),2
265100011,Fabricación de higrostatos,2
265100012,Fabricación de limitadores hidrónicos,2
265100013,Fabricación de dispositivos de control de la llama y del quemador,2
265100014,Fabricación de espectrómetros,2
265100015,Fabricación de manómetros,2
265100016,"Fabricación de contadores de consumo de agua, de gas, etc.",2
265100017,Fabricación de flujómetros y dispositivos contadores,2
265100018,Fabricación de totalizadores,2
265100019,"Fabricación de detectores de minas, generadores de impulsos (señales), detectores de metales",2
265100020,"Fabricación de equipo aeronáutico y náutico de búsqueda, detección y navegación, incluidas sonoboyas",2
265100021,Fabricación de equipo de radar,2
265100022,Fabricación de dispositivos GPS,2
265100023,Fabricación de dispositivos de climatización y dispositivos automáticos de control para aparatos de uso doméstico,2
265100024,Fabricación de equipo de medición y registro,2
265100025,Fabricación de detectores de movimiento,2
265100026,Fabricación de instrumentos para análisis de laboratorio como equipo para análisis de sangre,2
265100027,"Fabricación de balanzas, básculas, incubadoras y aparatos de laboratorio similares para mediciones, pruebas, etc.",2
265199000,"Fabricación de equipos de medición, prueba, verificación, navegación y de equipo de control",2
265200001,"Fabricación de relojes de todo tipo, incluidos relojes para paneles de instrumentos",2
265200002,"Fabricación de cajas para relojes, incluidas cajas de metales preciosos",2
265200003,"Fabricación de aparatos para registrar la hora del día, registrar o indicar intervalos de tiempo mediante un mecanismo de relojería o un motor sincrónico: parquímetros, relojes de control de entrada, marcadores de fecha y hora, cronómetros de tiempos",2
265200004,Fabricación de conmutadores horarios y otros dispositivos de puesta en marcha con mecanismo de relojería o con motor sincrónico,2
265200005,"Fabricación de piezas para relojes: mecanismos para todo tipo de relojes, muelles, rubíes, esferas, manecillas, chapas, puentes y otras piezas",2
265299000,Fabricación de relojes,2
266000001,Fabricación de aparatos de irradiación,2
266000002,Fabricación de escáneres de tomografía computadorizada (CT) y por emisión de positrones (PET),2
266000003,Fabricación de equipo de tomografía por resonancia magnética,2
266000004,Fabricación de equipo médico de ultrasonidos,2
266000005,Fabricación de electrocardiógrafos,2
266000006,Fabricación de equipo electrónico de endoscopia,2
266000007,Fabricación de equipo médico de láser,2
266000008,Fabricación de marcapasos,2
266000009,Fabricación de audífonos,2
266000010,Fabricación de equipo de irradiación de alimentos y leche,2
266099000,Fabricación de equipos irradiación y de equipo eléctrico de uso médico,2
267000001,Fabricación de lentes y prismas,2
267000002,"Fabricación de microscopios ópticos, binoculares y telescopios",2
267000003,Fabricación de espejos ópticos,2
267000004,Fabricación de instrumentos de aumento ópticos,2
267000005,Fabricación de instrumentos ópticos de precisión para mecánicos,2
267000006,Fabricación de comparadores ópticos,2
267000007,Fabricación de dispositivos ópticos de puntería,2
267000008,Fabricación de posicionadores ópticos,2
267000009,"Fabricación de dispositivos e instrumentos ópticos de medición y verificación como equipo de control de tiro, fotómetros y telémetros",2
267000010,Fabricación de cámaras de película y digitales,2
267000011,Fabricación de proyectores de películas y diapositivas,2
267000012,Fabricación de retroproyectores de transparencias,2
267000013,Fabricación de ensamblados de láser,2
267000014,"Revestimiento, pulido y montadura de lentes",2
267099000,Fabricación de instrumentos ópticos y equipo fotográfico,2
268000001,Fabricación de cintas magnéticas vírgenes de sonido y de vídeo,2
268000002,Fabricación de casetes magnéticas vírgenes de sonido y de vídeo,2
268000003,Fabricación de disquetes vírgenes,2
268000004,Fabricación de discos ópticos vírgenes,2
268000005,Fabricación de soportes de disco duro,2
268099000,Fabricación de soportes magnéticos y ópticos,2
271000001,Fabricación de transformadores de distribución,2
271000002,Fabricación de transformadores para soldadura con arco eléctrico,2
271000003,Fabricación de transformadores para lámparas fluorescentes,2
271000004,Fabricación de transformadores de subestación para la distribución de energía eléctrica,2
271000005,Fabricación de reguladores del voltaje de transmisión y distribución,2
271000006,Fabricación de motores eléctricos (excepto los motores de arranque para motores de combustión interna),2
271000007,Fabricación de generadores de fuerza (excepto los alternadores cargados por baterías para motores de combustión interna),2
271000008,Fabricación de motores generadores (excepto turbogeneradores),2
271000009,Fabricación de generadores de impulsión,2
271000010,Rebobinado de inducidos en fábrica,2
271000011,Fabricación de disyuntores,2
271000012,Fabricación de limitadores de sobretensión (para voltajes de distribución),2
271000013,Fabricación de paneles de control para la distribución de energía eléctrica,2
271000014,Fabricación de relés eléctricos,2
271000015,Fabricación de conductos para cuadros de distribución,2
271000016,Fabricación de fusibles eléctricos,2
271000017,Fabricación de equipo de conmutación,2
271000018,"Fabricación de conmutadores (excepto los de pulsador, de resorte, solenoidales, oscilantes)",2
271099000,"Fabricación de motores eléctricos, generadores, transformadores eléctricos, distribución de la electricidad y aparato del control",2
272000001,"Fabricación de pilas y baterías primarias como pilas de dióxido de manganeso, dióxido de mercurio, óxido de plata, etc.",2
272000002,"Fabricación de acumuladores eléctricos y partes de acumuladores como separadores, contenedores, tapas",2
272000003,Fabricación de pilas de plomo ácido,2
272000004,Fabricación de pilas de níquel-cadmio,2
272000005,Fabricación de pilas de níquel e hidruro metálico,2
272000006,Fabricación de pilas de litio,2
272000007,Fabricación de pilas secas,2
272000008,Fabricación de pilas húmedas,2
272099000,Fabricación de baterías y acumuladores,2
273100000,Fabricación de cables de fibra óptica para la transmisión de datos o la transmisión de imágenes en directo,2
